"bin","age","income","age_scale","inc_scale","First Name","Last Name","Email"
"20-29",23,28022.3611768519,-1.13266079911365,-1.37480767667611,"Martha","Mckinney","marthamckinney@gmail.com"
"20-29",24,32188.1154820041,-1.07559261868288,-1.22488804992042,"Asta","Kristensen","astakristensen@hotmail.com"
"20-29",28,57346.9373634305,-0.847319896959777,-0.319457506066335,"Patricia","Sander","patriciasander@yahoo.com"
"80-",88,35786.0939849247,2.5767709288867,-1.0954018741357,"Lea","Ambrose","leaambrose@gmail.com"
"20-29",29,132190.549909607,-0.790251716529002,2.37405863435823,"Justin","Li","justinli@gmail.com"
"30-39",35,100203.318829005,-0.447842633944354,1.22288326652127,"Liam","Harris","liamharris@aol.com"
"60-69",60,83453.4677684061,0.978861876825012,0.620079731969868,"Clara","Rousseau","clararousseau@gmail.com"
"50-59",53,75223.6541976705,0.57938461380959,0.323900339616447,"Gökhan","Kavaklioglu","gökhankavaklioglu@gmail.com"
"30-39",39,110128.738663913,-0.219569912221256,1.58008513874945,"Oscar","Pedersen","oscarpedersen@live.com"
"30-39",33,45848.6866992915,-0.561978994805904,-0.733263343289889,"Noham","Guerin","nohamguerin@gmail.com"
"40-49",41,8443.82285256639,-0.105433551359706,-2.07941167945387,"Wilhelmus","Kuijt","wilhelmuskuijt@yahoo.com"
"80-",83,24102.778513751,2.29143002673283,-1.51586793295752,"Valente","Da Cruz","valenteda cruz@live.com"
"40-49",48,30148.8899685304,0.294043711655716,-1.29827690232406,"Rodrigo","Nogueira","rodrigonogueira@me.com"
"20-29",29,117640.933454055,-0.790251716529002,1.85043844251036,"Ivy","Robinson","ivyrobinson@gmail.com"
"50-59",55,82621.9888632902,0.693520974671139,0.59015597795585,"Charles","Pierce","charlespierce@gmail.com"
"30-39",37,81728.2809400009,-0.333706273082805,0.557992689275472,"Scarlett","Jennings","scarlettjennings@gmail.com"
"40-49",49,44948.1722129092,0.351111892086491,-0.765671590583676,"Edward","Johnson","edwardjohnson@yahoo.com"
"30-39",32,19564.2997255854,-0.619047175236678,-1.67920138858617,"Gilmar","Meerman","gilmarmeerman@gmail.com"
"80-",88,22852.050370237,2.5767709288867,-1.56087987622469,"Sandra","Castro","sandracastro@me.com"
"30-39",37,86206.1414774798,-0.333706273082805,0.719144579489593,"Romain","Adam","romainadam@live.com"
"30-39",32,85944.7267142325,-0.619047175236678,0.709736630565195,"Maxwell","Nguyen","maxwellnguyen@verizon.net"
"50-59",53,102547.947012153,0.57938461380959,1.30726313061063,"Manon","Leclerc","manonleclerc@yahoo.com"
"20-29",26,92677.5703775233,-0.961456257821326,0.952042185589549,"Oguzhan","Çapanoglu","oguzhançapanoglu@gmail.com"
"70-79",74,36363.4076491907,1.77781640285586,-1.07462516895156,"Flora","Petit","florapetit@gmail.com"
"40-49",44,91731.251538267,0.0657709899326176,0.917985504186682,"Cilene","Moreira","cilenemoreira@live.com"
"20-29",25,60324.4453488627,-1.0185244382521,-0.212301189793433,"Emily","Poulsen","emilypoulsen@gmail.com"
"50-59",56,55842.6457621781,0.750589155101914,-0.37359484083727,"Peter","Phillips","peterphillips@me.com"
"80-",84,23410.2760319714,2.3484982071636,-1.54079012135145,"Joscha","Bischoff","joschabischoff@gmail.com"
"40-49",41,112850.921851014,-0.105433551359706,1.67805267535286,"Aiden","Howard","aidenhoward@live.com"
"30-39",36,85482.1049948693,-0.39077445351358,0.693087526845796,"Saana","Pelto","saanapelto@verizon.net"
"10-19",19,31070.0603902239,-1.36093352083675,-1.26512527702828,"Marie","Morales","mariemorales@gmail.com"
"20-29",24,32030.6895690568,-1.07559261868288,-1.23055358667124,"Florence","Cooper","florencecooper@msn.com"
"20-29",22,23220.6749918278,-1.18972897954443,-1.54761359558651,"Ashton","Edwards","ashtonedwards@gmail.com"
"60-69",68,50362.6025896632,1.43540732027121,-0.570813871737006,"Paige","Wright","paigewright@yahoo.com"
"30-39",31,58978.3799805335,-0.676115355667453,-0.260744185425483,"Silje","Pedersen","siljepedersen@live.com"
"30-39",36,79199.3158827693,-0.39077445351358,0.466978800868891,"Storm","Christensen","stormchristensen@gmail.com"
"20-29",20,36545.6783494429,-1.30386534040597,-1.06806550331873,"Matthew","White","matthewwhite@gmail.com"
"20-29",26,102221.010669673,-0.961456257821326,1.29549715238747,"Deniz","Aykaç","denizaykaç@gmail.com"
"40-49",44,52033.2691508042,0.0657709899326176,-0.510688936627487,"Lopo","Peixoto","lopopeixoto@gmail.com"
"40-49",41,93557.7875116785,-0.105433551359706,0.983719959781201,"Florian","Picard","florianpicard@gmail.com"
"40-49",43,107324.803622925,0.00870280950184294,1.47917546813536,"Chloe","Wang","chloewang@gmail.com"
"30-39",33,63215.6938169001,-0.561978994805904,-0.108249231988326,"Inga","Thiele","ingathiele@yahoo.com"
"60-69",68,45638.4227751577,1.43540732027121,-0.740830445600109,"Juan","Herrera","juanherrera@verizon.net"
"40-49",45,68347.7170018801,0.122839170363392,0.0764450500153406,"Daniel","Olsen","danielolsen@me.com"
"50-59",51,89541.9342194765,0.46524825294804,0.839195059230074,"Luukas","Haataja","luukashaataja@aol.com"
"70-79",73,48956.8522638792,1.72074822242508,-0.621404844875431,"Elif","Karaer","elifkaraer@yahoo.com"
"20-29",24,36562.8544178864,-1.07559261868288,-1.06744736082123,"Susie","Welch","susiewelch@aol.com"
"30-39",36,95663.1993723606,-0.39077445351358,1.05949076554622,"Esma","Koyuncu","esmakoyuncu@verizon.net"
"80-",85,56506.4697323789,2.40556638759438,-0.349704751659206,"Macit","Dogan","macitdogan@live.com"
"50-59",58,92763.2154907494,0.864725515963463,0.955124432517176,"Sascha","Kurz","saschakurz@gmail.com"
"30-39",36,44640.7685616483,-0.39077445351358,-0.776734614776767,"Cathy","Freeman","cathyfreeman@gmail.com"
"10-19",19,23120.4636735955,-1.36093352083675,-1.55122005970455,"Christina","Hughes","christinahughes@verizon.net"
"50-59",59,98704.1107886668,0.921793696394238,1.16892888194351,"Tristan","Le Gall","tristanle gall@hotmail.com"
"60-69",61,87685.6919736218,1.03593005725579,0.772391516754585,"Danni","Meeder","dannimeeder@gmail.com"
"20-29",28,111650.610749598,-0.847319896959777,1.6348551703794,"Victor","Mendez","victormendez@me.com"
"30-39",38,129397.143510546,-0.27663809265203,2.27352787472936,"James","Bélanger","jamesbélanger@gmail.com"
"20-29",21,21950.1720296567,-1.2467971599752,-1.59333720670902,"Ayse","Yetkiner","ayseyetkiner@live.com"
"30-39",37,73293.0648983137,-0.333706273082805,0.254421151460742,"Loris","Fontai","lorisfontai@gmail.com"
"80-",88,49342.9360325591,2.5767709288867,-0.607510234138227,"Ewen","Dumont","ewendumont@yahoo.com"
"30-39",30,74181.8029242446,-0.733183536098228,0.286405580539135,"Beatrice","Mackay","beatricemackay@yahoo.com"
"20-29",28,94567.9307683568,-0.847319896959777,1.02007359202103,"Leah","Walker","leahwalker@yahoo.com"
"30-39",37,93498.2619307878,-0.333706273082805,0.981577718012762,"Cornelius","Keller","corneliuskeller@live.com"
"30-39",38,68026.6288044197,-0.27663809265203,0.0648895382897967,"Andrea","Larsen","andrealarsen@gmail.com"
"20-29",29,77032.4449499441,-0.790251716529002,0.38899616971008,"Maïwenn","Lopez","maïwennlopez@gmail.com"
"20-29",24,39597.246393116,-1.07559261868288,-0.95824386992061,"Banu","Van De Werfhorst","banuvan de werfhorst@gmail.com"
"80-",80,58673.5371035271,2.12022548544051,-0.271715050961985,"Lucas","Rojas","lucasrojas@me.com"
"80-",88,69020.0368823183,2.5767709288867,0.100640895029787,"Frederikke","Olsen","frederikkeolsen@yahoo.com"
"20-29",24,22120.2416328558,-1.07559261868288,-1.58721664136445,"Ennya","Ramos","ennyaramos@gmail.com"
"60-69",63,69561.7081013148,1.15006641811734,0.120134878838631,"Hugo","Santana","hugosantana@live.com"
"50-59",50,72523.2166764711,0.408180072517266,0.226715398883247,"Dave","Stone","davestone@gmail.com"
"30-39",38,62138.7133790979,-0.27663809265203,-0.147008240184944,"Franz","Frank","franzfrank@gmail.com"
"40-49",46,68539.7328492805,0.179907350794167,0.0833554297604548,"Eemeli","Tikkanen","eemelitikkanen@comcast.net"
"20-29",28,61210.7260423486,-0.847319896959777,-0.180405196646682,"Stella","Philipp","stellaphilipp@yahoo.com"
"30-39",31,103084.100889446,-0.676115355667453,1.32655855306701,"Albert","Foster","albertfoster@gmail.com"
"30-39",35,73020.5677821732,-0.447842633944354,0.244614364273782,"Coskun","Ozansoy","coskunozansoy@gmail.com"
"30-39",33,88741.6982911607,-0.561978994805904,0.810395695921196,"Nathaniel","Li","nathanielli@gmail.com"
"40-49",41,111230.369710389,-0.105433551359706,1.61973128761279,"Matthew","Lee","matthewlee@gmail.com"
"30-39",30,88417.120694207,-0.733183536098228,0.798714605625406,"Leonarda","Oliveira","leonardaoliveira@live.com"
"20-29",28,69009.8342802972,-0.847319896959777,0.100273717761304,"Gabe","Porter","gabeporter@mail.com"
"70-79",72,57066.0334268444,1.66368004199431,-0.329566842873623,"Lenni","Korpi","lennikorpi@me.com"
"30-39",34,41732.8334225638,-0.504910814375129,-0.881387102356777,"Laura","Hansen","laurahansen@gmail.com"
"40-49",49,55763.0731379706,0.351111892086491,-0.376458547442915,"Arthur","Shelton","arthurshelton@gmail.com"
"20-29",25,73243.0543389323,-1.0185244382521,0.252621341907156,"Blanca","Alvarez","blancaalvarez@verizon.net"
"50-59",51,86744.2719311498,0.46524825294804,0.738511136144241,"Mathias","Marie","mathias.marie@example.com"
"50-59",55,56133.4611365262,0.693520974671139,-0.363128805352853,"Shawn","Simpson","shawnsimpson@gmail.com"
"30-39",36,49409.8701488399,-0.39077445351358,-0.605101369621751,"Matthew","Wood","matthewwood@me.com"
"60-69",63,70343.590963538,1.15006641811734,0.148273741163324,"Perry","Holmes","perryholmes@gmail.com"
"50-59",56,52747.2977972463,0.750589155101914,-0.484992051903614,"Aloïs","Brun","aloïsbrun@gmail.com"
"30-39",35,41905.8524273633,-0.447842633944354,-0.875160392205125,"Cooper","Jones","cooperjones@yahoo.com"
"30-39",37,87673.8767553125,-0.333706273082805,0.771966303698506,"Ramona","Walker","ramonawalker@gmail.com"
"20-29",24,41543.1173468575,-1.07559261868288,-0.888214716559628,"Leona","Holt","leonaholt@yahoo.com"
"60-69",67,37641.0823965838,1.37833913984043,-1.02864345538592,"Levi","Knight","leviknight@live.com"
"70-79",74,9352.00082732279,1.77781640285586,-2.04672763401345,"Silje","Møller","siljemøller@gmail.com"
"50-59",59,70300.8968123031,0.921793696394238,0.146737238828112,"Elijah","Thompson","elijahthompson@gmail.com"
"30-39",34,110554.512093002,-0.504910814375129,1.59540812443119,"Batur","Baykam","baturbaykam@gmail.com"
"80-",87,31632.9243116188,2.51970274845593,-1.24486859772643,"Mia","Davies","miadavies@gmail.com"
"30-39",30,104560.647825031,-0.733183536098228,1.37969739642039,"Natanael","Da Cunha","natanaelda cunha@gmail.com"
"50-59",54,83933.0699915536,0.636452794240364,0.63733994009029,"Daniel","Payne","danielpayne@yahoo.com"
"20-29",25,34370.2839359024,-1.0185244382521,-1.14635488253657,"Cecil","Evans","cecilevans@live.com"
"40-49",40,41657.5403721647,-0.162501731790481,-0.884096793132148,"Florence","Andersen","florenceandersen@gmail.com"
"20-29",25,90785.8800692824,-1.0185244382521,0.883962917304791,"Jean-Paul","Grol","jean-paulgrol@live.com"
"20-29",25,68830.6777013772,-1.0185244382521,0.093826124966574,"Karla","Thomsen","karlathomsen@gmail.com"
"30-39",36,86559.0094325267,-0.39077445351358,0.731843799904308,"Melike","Abanuz","melikeabanuz@yahoo.com"
"50-59",50,49264.3236283496,0.408180072517266,-0.610339383779357,"Alain","Kalkman","alainkalkman@live.com"
"20-29",28,87680.5481242934,-0.847319896959777,0.772206396866346,"Elias","Arnold","eliasarnold@live.com"
"60-69",65,38625.5632093098,1.26420277897889,-0.99321337833853,"Tony","Francois","tonyfrancois@gmail.com"
"20-29",23,30011.2444056927,-1.13266079911365,-1.30323057215036,"Jade","Mercier","jademercier@gmail.com"
"30-39",30,76785.1202037091,-0.733183536098228,0.380095300641268,"Maren","Gebhardt","marengebhardt@gmail.com"
"50-59",55,75633.6211925528,0.693520974671139,0.33865447400668,"Clément","Adam","clémentadam@hotmail.com"
"30-39",30,47888.8052871967,-0.733183536098228,-0.65984235039604,"Maël","Gautier","maëlgautier@yahoo.com"
"20-29",27,70405.8869952479,-0.904388077390552,0.150515687552423,"Ronja","Nevala","ronjanevala@comcast.net"
"30-39",39,90917.4578274171,-0.219569912221256,0.888698215391025,"Charlotte","David","charlottedavid@gmail.com"
"60-69",61,43959.6981887553,1.03593005725579,-0.801245377682826,"Joline","Schaaij","jolineschaaij@live.com"
"20-29",26,71756.6222817017,-0.961456257821326,0.199126746956586,"Oliver","Walker","oliverwalker@me.com"
"20-29",27,78128.6998764738,-0.904388077390552,0.428448839592976,"Aaron","Wegner","aaronwegner@gmail.com"
"80-",86,51140.6645164128,2.46263456802515,-0.542812519495265,"Harry","Miller","harrymiller@gmail.com"
"40-49",46,90717.8384118349,0.179907350794167,0.881514193942554,"Everalda","Da Mota","everaldada mota@gmail.com"
"40-49",40,78636.60870495,-0.162501731790481,0.446727762547433,"Zachary","Campbell","zacharycampbell@gmail.com"
"20-29",25,74934.9657531999,-1.0185244382521,0.313510849340895,"Logan","Bennett","loganbennett@yahoo.com"
"50-59",56,92110.7983485639,0.750589155101914,0.931644859004044,"Eva","Jones","evajones@live.com"
"30-39",31,93408.5172972145,-0.676115355667453,0.978347935125184,"Axelle","Jean","axellejean@verizon.net"
"30-39",31,106940.968280948,-0.676115355667453,1.46536177510654,"Paula","Gonzalez","paulagonzalez@gmail.com"
"30-39",36,61161.3082636912,-0.39077445351358,-0.182183672857401,"Latife","Tekand","latifetekand@gmail.com"
"10-19",18,42308.6232935528,-1.41800170126752,-0.860665236345233,"Avery","Graham","averygraham@gmail.com"
"20-29",22,40185.2381627881,-1.18972897954443,-0.937082874771271,"Ivan","Kelley","ivankelley@gmail.com"
"40-49",42,106950.522979446,-0.0483653709289317,1.4657056352403,"Lesa","Watts","lesawatts@gmail.com"
"40-49",48,71686.7520481473,0.294043711655716,0.196612215717225,"Emre","Tanrikulu","emretanrikulu@aol.com"
"50-59",56,85249.0776740148,0.750589155101914,0.684701201967448,"Ege","Aclan","egeaclan@gmail.com"
"20-29",24,42058.2741159333,-1.07559261868288,-0.869674950437322,"David","Montero","davidmontero@verizon.net"
"30-39",34,99402.9321592516,-0.504910814375129,1.19407847824049,"Suzanne","Williams","suzannewilliams@verizon.net"
"30-39",32,94412.7471768143,-0.619047175236678,1.01448875325752,"Murat","Arslanoglu","muratarslanoglu@yahoo.com"
"30-39",35,70051.8037558933,-0.447842633944354,0.137772730768142,"Vincent","Lane","vincentlane@me.com"
"70-79",74,42614.5827938984,1.77781640285586,-0.84965418510838,"Ilan","Moulin","ilanmoulin@me.com"
"20-29",23,34926.0207270111,-1.13266079911365,-1.12635469860965,"Toby","Johnson","tobyjohnson@gmail.com"
"20-29",28,93052.7968233706,-0.847319896959777,0.965546056578944,"Gaëtan","Gauthier","gaëtangauthier@gmail.com"
"40-49",42,65215.7595355346,-0.0483653709289317,-0.0362696854140863,"Henry","Thomas","henrythomas@gmail.com"
"80-",84,41611.3451669884,2.3484982071636,-0.885759293464769,"Sonia","Vega","soniavega@gmail.com"
"20-29",28,93136.2739586205,-0.847319896959777,0.968550281034481,"Alicia","Riviere","aliciariviere@gmail.com"
"40-49",49,72353.6626734922,0.351111892086491,0.220613389263983,"Paula","Wilson","paulawilson@gmail.com"
"20-29",20,44312.3868236731,-1.30386534040597,-0.788552610746846,"Annabelle","Morris","annabellemorris@gmail.com"
"80-",89,36770.6470186618,2.63383910931748,-1.0599691979559,"Ece","Nalbantoglu","ecenalbantoglu@aol.com"
"30-39",36,72528.2472135635,-0.39077445351358,0.226896440823801,"Ceylan","Çankaya","ceylançankaya@gmail.com"
"20-29",24,41781.7568323314,-1.07559261868288,-0.879626417785702,"Grace","Hopkins","gracehopkins@gmail.com"
"30-39",33,58770.7464160972,-0.561978994805904,-0.268216624797086,"Hilligje","Wullems","hilligjewullems@live.com"
"30-39",33,104701.711767125,-0.561978994805904,1.38477408889869,"Gwendolyn","Harrison","gwendolynharrison@gmail.com"
"30-39",32,79571.0798078603,-0.619047175236678,0.480358060615906,"Pilar","Pastor","pilarpastor@gmail.com"
"20-29",22,37803.8068443978,-1.18972897954443,-1.02278723183233,"Harry","Green","harrygreen@live.com"
"30-39",30,69899.9430991189,-0.733183536098228,0.132307479744015,"Cecilie","Thomsen","ceciliethomsen@gmail.com"
"20-29",28,42055.2715196217,-0.847319896959777,-0.869783009647097,"Herman","Simmons","hermansimmons@verizon.net"
"50-59",50,52559.1315957491,0.408180072517266,-0.491763888317876,"Ceylan","Abanuz","ceylanabanuz@verizon.net"
"40-49",47,53577.9086535643,0.236975531224942,-0.455099537742515,"George","Edwards","georgeedwards@gmail.com"
"70-79",73,33722.6874957513,1.72074822242508,-1.16966096577717,"Elsa","Dupont","elsadupont@msn.com"
"30-39",39,119330.037436912,-0.219569912221256,1.91122691444407,"Victoria","Sanders","victoriasanders@gmail.com"
"40-49",48,72523.0260093483,0.294043711655716,0.2267085370422,"Joel","Roberts","joelroberts@gmail.com"
"20-29",23,34208.9114088534,-1.13266079911365,-1.15216245236706,"Fenny","Van Vreeswijk","fennyvan vreeswijk@gmail.com"
"60-69",65,44522.6209225053,1.26420277897889,-0.780986581807198,"Lincoln","Patel","lincolnpatel@gmail.com"
"30-39",37,147144.355735658,-0.333706273082805,2.91222503203702,"Hannah","Edwards","hannahedwards@comcast.net"
"20-29",23,35300.3513171629,-1.13266079911365,-1.11288306820423,"Gustav","Møller","gustavmøller@live.com"
"40-49",42,112336.213709881,-0.0483653709289317,1.65952905471797,"Angelina","Nguyen","angelinanguyen@yahoo.com"
"20-29",27,111538.337632418,-0.904388077390552,1.63081461911561,"Manuela","Prieto","manuelaprieto@gmail.com"
"30-39",35,56001.137615139,-0.447842633944354,-0.367890942407559,"John","Carpenter","johncarpenter@me.com"
"30-39",32,67417.4939715061,-0.619047175236678,0.0429676340907535,"Luís","Dias","luísdias@live.com"
"30-39",36,70195.2825680447,-0.39077445351358,0.142936331016597,"Angelina","Hubert","angelinahubert@yahoo.com"
"20-29",28,53085.2516909024,-0.847319896959777,-0.472829567540364,"Susan","Morris","susanmorris@gmail.com"
"40-49",45,112017.671229122,0.122839170363392,1.6480651597489,"Leah","Pierce","leahpierce@gmail.com"
"60-69",67,46243.4750487734,1.37833913984043,-0.719055466956755,"Ross","Fleming","rossfleming@gmail.com"
"20-29",24,32867.9493448074,-1.07559261868288,-1.2004217872699,"Terri","Gonzales","terrigonzales@yahoo.com"
"80-",84,58611.0354138347,2.3484982071636,-0.273964398692046,"Patrick","Baker","patrickbaker@aol.com"
"30-39",32,55856.6160927167,-0.619047175236678,-0.373092068329201,"Sean","Cox","seancox@gmail.com"
"70-79",78,56259.062367475,2.00608912457896,-0.358608594057479,"Arthur","Roux","arthurroux@gmail.com"
"40-49",46,59308.2742250454,0.179907350794167,-0.248871756476683,"Amelia","Walker","ameliawalker@yahoo.com"
"20-29",24,26502.8161563085,-1.07559261868288,-1.42949396051109,"Jeffery","Watkins","jefferywatkins@gmail.com"
"30-39",34,115013.719704417,-0.504910814375129,1.75588872212335,"Toivo","Harju","toivoharju@gmail.com"
